Support,Confidence,Coverage,Strength,Lift,Leverage,Antecedent,Consequent
continuous,continuous,continuous,continuous,continuous,continuous,string,string
,,,,,,meta,meta
0.184,0.561,0.328,1.57,1.088,0.015,"IMC=20, Végé=0, onehot_fromage=0, onehot_viande=1, onehot_poisson=0","onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.541,0.34,1.432,1.108,0.018,"IMC=20, onehot_fromage=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.508,0.362,1.424,0.987,-0.002,"IMC=20, Végé=0, onehot_viande=1, onehot_poisson=0","onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.441,0.417,1.169,0.905,-0.019,"IMC=20, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.42,0.439,0.902,1.06,0.01,"IMC=20, Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1","onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.403,0.457,0.832,1.059,0.01,"IMC=20, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.39,0.472,0.838,0.985,-0.003,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_fromage=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.373,0.494,0.708,1.066,0.011,"IMC=20, Végé=0, onehot_fromage=0, onehot_viande=1","onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.357,0.515,0.649,1.068,0.012,"IMC=20, onehot_fromage=0, onehot_viande=1","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.577,0.319,2.038,0.887,-0.023,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",IMC=20
0.184,0.952,0.193,4.603,1.071,0.012,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",Végé=0
0.184,0.556,0.331,1.704,0.984,-0.003,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0"
0.184,1.0,0.184,3.883,1.399,0.053,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",onehot_saladefeculents=0
0.184,0.577,0.319,1.442,1.254,0.037,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_saladefeculents=0"
0.184,0.952,0.193,3.27,1.507,0.062,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0"
0.184,0.556,0.331,1.194,1.404,0.053,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_saladefeculents=0"
0.184,0.857,0.215,4.186,0.954,-0.009,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",onehot_charcuterie=0
0.184,0.508,0.362,1.61,0.872,-0.027,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_charcuterie=0"
0.184,0.822,0.224,3.548,1.035,0.006,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0"
0.184,0.492,0.374,1.336,0.984,-0.003,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_charcuterie=0"
0.184,0.857,0.215,2.943,1.356,0.048,"IMC=20, Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_charcuterie=0"
0.184,0.508,0.362,1.11,1.265,0.039,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0"
0.184,0.822,0.224,2.466,1.489,0.06,"IMC=20, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0"
0.184,0.492,0.374,0.91,1.444,0.057,"onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0"
0.184,0.619,0.298,2.495,0.833,-0.037,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0",onehot_poisson=0
0.184,0.39,0.472,0.994,0.83,-0.038,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_poisson=0"
0.184,0.588,0.313,2.069,0.909,-0.018,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0"
0.184,0.37,0.497,0.79,0.943,-0.011,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_poisson=0"
0.184,0.619,0.298,1.753,1.186,0.029,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_poisson=0"
0.184,0.39,0.472,0.675,1.221,0.033,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_saladefeculents=0, onehot_poisson=0"
0.184,0.588,0.313,1.451,1.296,0.042,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_poisson=0"
0.184,0.37,0.497,0.531,1.404,0.053,"onehot_charcuterie=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_saladefeculents=0, onehot_poisson=0"
0.184,0.536,0.344,1.946,0.801,-0.046,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_poisson=0"
0.184,0.508,0.362,1.593,0.882,-0.025,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0"
0.184,0.536,0.344,1.348,1.157,0.025,"IMC=20, Végé=0, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0"
0.184,0.508,0.362,1.093,1.285,0.041,"IMC=20, onehot_viande=1, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0"
0.184,0.923,0.199,4.092,1.131,0.021,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0",onehot_vege=0
0.184,0.522,0.353,1.487,0.995,-0.001,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, onehot_vege=0"
0.184,0.789,0.233,3.355,1.009,0.002,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_vege=0"
0.184,0.469,0.393,1.273,0.938,-0.012,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_vege=0"
0.184,0.923,0.199,2.938,1.576,0.067,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_vege=0"
0.184,0.522,0.353,1.052,1.406,0.053,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, onehot_saladefeculents=0, onehot_vege=0"
0.184,0.789,0.233,2.382,1.422,0.055,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_vege=0"
0.184,0.469,0.393,0.891,1.34,0.047,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_saladefeculents=0, onehot_vege=0"
0.184,0.779,0.236,3.091,1.067,0.012,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_vege=0"
0.184,0.458,0.402,1.16,0.982,-0.003,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, onehot_charcuterie=0, onehot_vege=0"
0.184,0.682,0.27,2.591,0.975,-0.005,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_vege=0"
0.184,0.417,0.442,1.007,0.937,-0.012,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_charcuterie=0, onehot_vege=0"
0.184,0.779,0.236,2.182,1.512,0.062,"IMC=20, Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_vege=0"
0.184,0.458,0.402,0.802,1.422,0.055,"Végé=0, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_vege=0"
0.184,0.682,0.27,1.807,1.398,0.052,"IMC=20, onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_vege=0"
0.184,0.417,0.442,0.688,1.372,0.05,"onehot_viande=1, onehot_poisson=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_vege=0"
0.184,0.583,0.316,1.786,1.032,0.006,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_poisson=0, onehot_vege=0"
0.184,0.361,0.509,0.687,1.034,0.006,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","IMC=20, onehot_poisson=0, onehot_vege=0"
0.184,0.517,0.356,1.534,0.947,-0.01,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_poisson=0, onehot_vege=0"
0.184,0.583,0.316,1.252,1.472,0.059,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_poisson=0, onehot_vege=0"
0.184,0.361,0.509,0.458,1.55,0.065,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","IMC=20, onehot_saladefeculents=0, onehot_poisson=0, onehot_vege=0"
0.184,0.517,0.356,1.069,1.36,0.049,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_poisson=0, onehot_vege=0"
0.184,0.5,0.368,1.375,0.988,-0.002,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.184,0.448,0.411,1.187,0.918,-0.016,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.184,0.5,0.368,0.95,1.43,0.055,"IMC=20, Végé=0, onehot_viande=1, onehot_dessertgourmand=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.184,0.448,0.411,0.813,1.339,0.047,"IMC=20, onehot_viande=1, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0"
0.184,1.0,0.184,3.883,1.399,0.053,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0",onehot_dessertgourmand=0
0.184,0.577,0.319,1.442,1.254,0.037,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","IMC=20, onehot_dessertgourmand=0"
0.184,0.952,0.193,3.27,1.507,0.062,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","Végé=0, onehot_dessertgourmand=0"
0.184,0.556,0.331,1.194,1.404,0.053,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","IMC=20, Végé=0, onehot_dessertgourmand=0"
0.184,0.638,0.288,2.479,0.893,-0.022,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","onehot_saladefeculents=0, onehot_dessertgourmand=0"
0.184,0.39,0.472,0.974,0.847,-0.033,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","IMC=20, onehot_saladefeculents=0, onehot_dessertgourmand=0"
0.184,0.612,0.301,2.102,0.969,-0.006,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","Végé=0, onehot_saladefeculents=0, onehot_dessertgourmand=0"
0.184,0.377,0.488,0.811,0.954,-0.009,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","IMC=20, Végé=0, onehot_saladefeculents=0, onehot_dessertgourmand=0"
0.184,0.857,0.215,2.943,1.356,0.048,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","onehot_charcuterie=0, onehot_dessertgourmand=0"
0.184,0.508,0.362,1.11,1.265,0.039,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","IMC=20, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.184,0.822,0.224,2.466,1.489,0.06,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.184,0.492,0.374,0.91,1.444,0.057,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","IMC=20, Végé=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.184,0.561,0.328,1.925,0.887,-0.023,"IMC=20, Végé=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.184,0.541,0.34,1.622,0.979,-0.004,"IMC=20, onehot_viande=1, onehot_poisson=0, onehot_vege=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_dessertgourmand=0"
0.184,0.619,0.298,1.753,1.186,0.029,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.39,0.472,0.675,1.221,0.033,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","IMC=20, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.588,0.313,1.451,1.296,0.042,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.37,0.497,0.531,1.404,0.053,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","IMC=20, Végé=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.42,0.439,1.189,0.805,-0.045,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.403,0.457,0.993,0.887,-0.023,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_saladefeculents=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.536,0.344,1.348,1.157,0.025,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0","onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.508,0.362,1.093,1.285,0.041,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_vege=0","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.373,0.494,0.938,0.805,-0.045,"IMC=20, Végé=0, onehot_viande=1, onehot_vege=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.357,0.515,0.768,0.903,-0.02,"IMC=20, onehot_viande=1, onehot_vege=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_poisson=0, onehot_dessertgourmand=0"
0.184,0.923,0.199,2.938,1.576,0.067,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.522,0.353,1.052,1.406,0.053,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","IMC=20, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.789,0.233,2.382,1.422,0.055,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.469,0.393,0.891,1.34,0.047,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","IMC=20, Végé=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.583,0.316,1.854,0.994,-0.001,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","onehot_saladefeculents=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.496,0.371,1.496,0.893,-0.022,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_saladefeculents=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.779,0.236,2.182,1.512,0.062,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.458,0.402,0.802,1.422,0.055,"Végé=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","IMC=20, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.682,0.27,1.807,1.398,0.052,"IMC=20, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.417,0.442,0.688,1.372,0.05,"onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0","IMC=20, Végé=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.508,0.362,1.424,0.987,-0.002,"IMC=20, Végé=0, onehot_viande=1, onehot_poisson=0","onehot_saladefeculents=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.441,0.417,1.169,0.905,-0.019,"IMC=20, onehot_viande=1, onehot_poisson=0","Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.583,0.316,1.252,1.472,0.059,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1","onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.361,0.509,0.458,1.55,0.065,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1","IMC=20, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.517,0.356,1.069,1.36,0.049,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1","Végé=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.39,0.472,0.838,0.985,-0.003,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1","onehot_saladefeculents=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.5,0.368,0.95,1.43,0.055,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_viande=1","onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.448,0.411,0.813,1.339,0.047,"IMC=20, onehot_saladefeculents=0, onehot_viande=1","Végé=0, onehot_charcuterie=0, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0"
0.184,0.577,0.319,2.038,0.887,-0.023,"Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",IMC=20
0.184,0.952,0.193,4.603,1.071,0.012,"IMC=20, onehot_fromage=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",Végé=0
0.184,0.556,0.331,1.704,0.984,-0.003,"onehot_fromage=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0"
0.184,1.0,0.184,4.433,1.226,0.034,"IMC=20, Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",onehot_fromage=0
0.184,0.577,0.319,1.644,1.1,0.017,"Végé=0, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_fromage=0"
0.184,0.952,0.193,4.048,1.218,0.033,"IMC=20, onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_fromage=0"
0.184,0.556,0.331,1.509,1.111,0.018,"onehot_saladefeculents=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_fromage=0"
0.184,1.0,0.184,3.883,1.399,0.053,"IMC=20, Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",onehot_saladefeculents=0
0.184,0.577,0.319,1.442,1.254,0.037,"Végé=0, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_saladefeculents=0"
0.184,0.952,0.193,3.27,1.507,0.062,"IMC=20, onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_saladefeculents=0"
0.184,0.556,0.331,1.194,1.404,0.053,"onehot_fromage=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_saladefeculents=0"
0.184,1.0,0.184,3.183,1.707,0.076,"IMC=20, Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","onehot_fromage=0, onehot_saladefeculents=0"
0.184,0.577,0.319,1.163,1.554,0.066,"Végé=0, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, onehot_fromage=0, onehot_saladefeculents=0"
0.184,0.952,0.193,2.873,1.715,0.077,"IMC=20, onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","Végé=0, onehot_fromage=0, onehot_saladefeculents=0"
0.184,0.556,0.331,1.056,1.589,0.068,"onehot_charcuterie=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0","IMC=20, Végé=0, onehot_fromage=0, onehot_saladefeculents=0"
0.184,0.857,0.215,4.186,0.954,-0.009,"IMC=20, Végé=0, onehot_fromage=0, onehot_saladefeculents=0, onehot_viande=1, onehot_poisson=0, onehot_vege=0, onehot_dessertgourmand=0",onehot_charcuterie=0
